customernumber	date	salutation	title	domain	datecreated	newsletter	model	paymenttype	deliverytype	invoicepostcode	delivpostcode	voucher	advertisingdatacode	case	numberitems	gift	entry	points	shippingcosts	deliverydatepromised	deliverydaterea	weight	remi	cancel	used	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	target90
46792	348	0	0	8	348	0	2	0	0	58	$null$	1		1	1	0	1	0	1	348	348	358	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7190	271	0	0	9	271	0	2	2	0	53	$null$	1		1	1	0	1	0	1	271	271	747	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
35409	141	0	0	9	141	1	1	0	0	15	$null$	0	BQ	3	3	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
20256	240	0	0	4	240	0	1	0	0	80	$null$	0	BQ	5	2	0	0	0	0	240	240	417	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
38046	190	0	0	11	190	0	3	1	1	50	$null$	0		4	2	0	1	0	0	190	190	1113	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
19827	349	1	0	12	349	0	2	1	1	46	$null$	0		3	1	0	1	0	0	349	349	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
25026	306	1	0	8	306	0	1	3	0	27	$null$	0		5	1	0	0	0	0	306	306	578	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
45691	356	1	0	8	356	0	3	1	1	64	$null$	0		4	1	0	1	0	0	356	356	642	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
59252	360	0	0	9	360	0	1	2	0	51	$null$	1	AX	1	1	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
49843	325	0	0	4	325	0	1	2	0	21	14	0	CA	1	1	0	0	0	1	325	325	485	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
38502	299	1	0	12	299	0	1	3	0	42	$null$	0	BQ	2	1	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
21569	320	0	0	12	320	0	2	2	0	33	$null$	1		1	3	0	1	0	0	320	320	1281	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
28146	201	0	0	4	201	1	1	1	1	51	$null$	0	CA	5	5	0	0	0	0	201	201	1022	4	0	0	3	0	2	0	0	0	0	0	0	0	0	0
16549	284	1	0	12	284	0	1	0	0	66	$null$	0		1	1	0	0	0	1	284	284	313	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
26112	237	1	0	4	237	0	1	2	0	45	$null$	0	BQ	2	1	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
31311	184	0	0	2	184	0	2	1	1	44	$null$	0		4	2	0	1	0	0	184	184	1139	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
7649	215	0	0	5	215	0	3	1	1	31	$null$	0		2	1	0	1	0	0	215	215	872	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2044	324	0	0	11	324	1	3	2	0	65	$null$	0		5	1	0	1	0	0	324	324	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
44682	278	1	0	4	278	1	3	1	1	23	$null$	0		4	2	0	1	0	0	278	278	1068	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
27123	300	1	0	12	300	0	1	2	0	81	$null$	0	AB	5	2	0	0	0	0	300	300	326	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
7601	346	1	0	12	346	0	1	2	0	47	$null$	0		1	1	0	0	0	0	346	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
20662	201	1	0	12	201	0	1	3	0	7	$null$	0		1	1	0	0	0	0	201	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
47287	322	1	0	5	322	0	2	2	0	52	$null$	1		1	4	0	1	0	0	322	322	1233	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
54338	286	0	0	12	286	1	1	3	0	30	$null$	0		2	1	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
38473	355	1	0	6	355	0	2	3	0	46	$null$	0		4	2	0	1	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
37579	231	1	0	8	231	0	3	3	0	76	$null$	0		3	1	0	1	0	1	231	231	228	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
46977	121	0	0	9	121	0	1	3	0	30	$null$	0	AB	4	3	0	0	0	0	121	121	1067	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1
27810	354	1	0	9	354	0	1	0	0	10	53	0		3	1	0	0	0	0	354	354	796	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
64508	361	0	0	9	361	0	3	1	1	79	$null$	0		4	2	0	1	0	0	361	361	218	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
36632	167	1	0	2	167	1	1	0	0	13	$null$	0	BQ	5	2	0	0	0	0	167	167	693	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
54131	158	1	0	12	158	0	1	3	0	81	$null$	0		5	1	0	0	0	0	158	158	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
39682	172	2	0	4	172	0	1	2	0	81	$null$	0		3	3	0	0	0	0	172	172	1254	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
11578	340	0	0	4	340	0	1	0	0	35	$null$	0		4	5	0	0	0	0	340	340	964	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0
34841	287	0	0	9	287	0	2	2	0	53	$null$	1		1	1	0	1	0	0	287	287	781	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
24436	338	0	0	9	338	0	1	0	0	9	$null$	0		3	1	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2945	94	0	0	12	94	0	1	2	0	4	$null$	0		5	7	0	0	0	0	94	94	1877	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0
52832	212	1	0	9	212	0	1	0	0	69	$null$	0	CA	2	1	0	0	0	1	212	212	520	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
26651	356	0	0	12	356	0	1	3	0	36	$null$	0		5	4	0	0	0	0	356	356	824	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
37988	167	1	0	8	167	0	1	0	0	1	$null$	0	BQ	2	1	0	0	0	1	167	167	546	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
64725	191	1	0	12	191	1	1	2	0	31	$null$	0		4	3	0	0	0	0	191	191	1659	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
48403	252	0	0	9	252	0	1	0	0	36	35	0		4	2	0	0	0	0	252	252	862	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
10287	348	0	0	4	348	0	2	0	0	44	$null$	0		3	1	0	1	0	0	348	348	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
44312	113	0	0	5	113	0	1	0	0	84	$null$	0		3	2	0	0	0	1	113	113	291	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
4511	335	0	0	2	335	0	2	2	0	52	$null$	0		4	2	0	1	0	0	335	335	839	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
59071	262	0	0	12	262	0	1	0	0	79	$null$	0	BQ	1	1	0	0	0	1	262	262	151	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
460	147	1	0	9	147	0	2	0	0	51	$null$	0		1	1	0	1	0	1	147	147	106	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2518	165	0	0	9	165	0	1	1	1	53	$null$	0		3	1	0	0	0	0	165	165	109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
24101	353	1	0	4	353	0	1	2	0	59	$null$	0		5	1	0	0	0	0	353	353	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
18347	182	0	0	9	182	0	1	0	0	67	$null$	0	BR	5	5	0	0	0	0	182	182	3643	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
57036	188	0	0	12	188	0	2	2	0	29	$null$	1		1	2	0	1	0	0	188	188	631	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
63074	178	1	0	12	178	0	1	0	0	27	$null$	1	BQ	3	2	0	0	0	0	178	178	761	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
60340	114	2	0	4	114	0	2	0	0	50	$null$	0		4	2	0	1	0	0	114	114	1154	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
36435	196	1	0	2	196	0	3	0	0	67	$null$	0		5	7	0	1	0	0	196	196	2109	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
12424	204	0	0	9	204	0	1	2	0	41	$null$	0		5	5	0	0	0	0	204	204	1785	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0
28051	350	1	0	12	350	0	1	2	0	22	$null$	0		1	1	0	0	0	0	350	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
35578	138	1	0	5	138	0	1	0	0	20	$null$	0	BQ	2	1	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
38040	205	0	0	9	205	0	1	0	0	18	$null$	1	AB	1	1	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12588	250	0	0	8	250	0	1	0	0	86	$null$	0	AF	4	1	0	0	0	0	250	250	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5082	110	1	0	12	110	0	1	1	1	35	$null$	0		2	1	0	0	0	0	110	110	342	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
52588	273	0	0	2	273	0	3	0	0	92	$null$	0		1	1	0	1	0	1	273	273	317	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
1270	316	0	0	11	316	0	1	2	0	10	$null$	0		1	1	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
52028	176	0	0	2	176	0	1	0	0	38	$null$	0		4	4	0	0	0	0	176	176	1097	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
33230	234	0	0	8	234	0	1	0	0	39	$null$	0	BR	4	4	0	0	0	0	234	234	1005	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1
37718	351	1	0	12	351	0	1	0	0	22	$null$	0	CA	3	3	0	0	0	1	351	351	743	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
35762	199	1	0	12	199	0	1	2	0	26	$null$	0	BQ	2	2	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
30729	201	1	0	9	201	0	1	3	0	31	$null$	0		2	1	0	0	0	1	201	201	118	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
65268	281	0	0	8	281	0	1	0	0	93	$null$	0		4	2	0	0	0	0	281	281	689	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
49133	311	1	0	8	311	0	2	0	0	44	$null$	0		3	1	0	1	0	0	311	311	701	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
63268	270	0	0	9	270	0	3	1	1	41	$null$	0		3	1	0	1	0	0	270	270	725	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
57961	230	1	0	8	230	0	3	1	1	38	$null$	0		5	16	0	1	0	0	230	230	7717	0	0	0	3	0	13	0	0	0	0	0	0	0	0	1
1190	338	1	0	5	338	0	1	2	0	74	$null$	0		4	2	0	0	0	0	338	338	1114	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
64709	337	1	0	6	337	0	3	2	0	34	$null$	0		4	2	0	1	0	0	337	337	1046	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
14005	272	1	0	12	272	0	1	0	0	47	$null$	0	BQ	5	2	0	0	0	0	272	272	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
39204	338	0	0	9	338	0	3	3	0	23	$null$	0		4	1	0	1	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5826	236	0	0	4	236	1	3	2	0	91	$null$	0		4	1	0	1	0	0	236	236	378	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
33901	353	1	0	9	353	1	1	2	0	77	$null$	0		2	1	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
10678	171	0	0	4	171	1	2	0	0	47	$null$	1		2	3	0	1	0	0	171	171	1989	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
65377	161	1	0	9	161	0	1	1	1	35	$null$	0		2	1	0	0	0	0	161	161	495	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
64589	359	0	0	9	359	0	1	0	0	80	$null$	0		1	1	0	0	0	1	359	359	182	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7995	149	1	0	1	149	0	1	2	0	71	$null$	0		5	13	0	0	0	0	149	149	5467	0	0	13	0	13	0	0	0	0	0	0	0	0	0	1
24201	124	1	0	12	124	0	2	2	0	51	$null$	0		2	1	0	1	0	1	124	124	147	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
62584	166	0	0	4	166	0	2	0	0	59	$null$	1		1	3	0	1	0	0	166	166	706	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
25995	209	0	0	1	209	0	3	1	1	52	$null$	0		1	1	0	1	0	0	209	209	302	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
66240	255	2	0	12	255	0	1	0	0	4	$null$	0		4	4	0	0	0	0	255	255	1110	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
3834	201	0	0	1	201	0	2	2	0	47	$null$	1		1	2	0	1	0	0	201	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
54016	285	1	0	12	285	0	3	2	0	84	$null$	0		3	3	0	1	0	0	285	285	536	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
57801	295	2	0	12	295	0	3	0	0	42	$null$	0		2	1	0	1	0	0	295	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9863	177	0	0	8	177	0	1	0	0	54	$null$	0	CA	3	2	0	0	0	0	177	177	486	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
58639	202	1	0	8	202	0	3	2	0	97	$null$	0		2	1	0	1	0	0	202	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
6375	364	0	0	8	364	0	2	0	0	52	$null$	1		1	2	0	1	0	0	364	364	977	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
32858	229	1	0	4	229	0	1	0	0	37	$null$	0		3	1	0	0	0	0	229	229	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
20348	258	1	0	1	258	0	2	2	0	51	$null$	1		1	1	0	1	0	0	258	258	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
45134	92	2	0	12	92	0	1	2	0	24	24	0		4	3	0	0	0	0	92	92	1457	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
52739	213	0	0	4	213	0	1	2	0	21	$null$	0		2	1	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24070	215	1	0	12	215	0	2	3	0	50	$null$	0	BD	2	1	0	1	0	0	215	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
23181	308	1	0	12	308	1	2	3	0	40	$null$	0		3	1	0	1	0	0	308	308	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
42627	327	1	0	2	327	0	1	2	0	15	$null$	0		3	1	0	0	0	0	327	327	800	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
49135	224	0	0	8	224	0	1	0	0	34	$null$	0		1	1	0	0	0	1	224	224	140	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
31135	166	1	0	1	166	1	2	3	0	50	$null$	0		1	1	0	1	0	0	166	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
13157	349	0	0	4	349	0	2	2	0	58	$null$	1		2	3	0	1	0	0	349	349	766	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
29201	176	0	0	10	176	0	3	3	0	17	$null$	0		5	5	0	1	0	0	176	176	1744	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1
59837	103	2	0	9	103	1	1	0	0	70	$null$	0	AB	4	4	0	0	0	0	103	103	1534	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
26532	124	0	0	4	124	0	2	2	0	47	$null$	1		2	1	0	1	0	0	124	124	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
18370	191	0	0	0	191	0	1	1	1	51	$null$	0	BQ	4	2	0	0	0	0	191	191	1701	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
39019	153	0	0	4	153	0	3	1	1	73	$null$	0		5	4	0	1	0	0	153	153	1818	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
24504	316	0	0	12	316	0	2	1	1	58	$null$	0		4	1	0	1	0	0	316	316	297	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
26175	96	1	0	4	96	0	2	2	0	48	$null$	0		4	1	0	1	0	0	96	96	947	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
46341	115	1	0	4	115	0	1	0	0	51	$null$	0		4	1	0	0	0	0	115	115	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
58532	222	0	0	2	222	0	1	0	0	14	$null$	0		4	2	0	0	0	0	222	222	1193	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1288	278	0	0	4	278	0	2	1	1	58	$null$	0		2	2	0	1	0	0	278	278	735	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
54544	309	0	0	4	309	0	1	0	0	26	$null$	0		3	1	0	0	0	0	309	309	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
24813	345	0	0	9	345	0	2	0	0	41	$null$	0		3	1	0	1	0	0	345	345	937	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
33894	113	0	0	12	113	0	3	2	0	1	$null$	0	CA	4	2	0	1	0	0	113	113	1095	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
48554	168	2	0	12	168	0	1	0	0	22	$null$	1	AH	1	1	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
36842	235	0	0	12	235	0	1	2	0	42	$null$	0	BQ	2	1	0	0	0	1	235	235	342	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
46767	326	0	0	9	326	0	2	2	0	40	$null$	0		4	1	0	1	0	0	326	326	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
57286	194	0	0	9	194	0	2	0	0	45	44	0		4	2	0	1	0	0	194	194	1021	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1
2838	279	0	0	8	279	1	1	0	0	63	$null$	0		2	1	0	0	0	1	279	0	294	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15471	114	1	0	5	114	0	2	1	1	41	$null$	0		1	1	0	1	0	0	114	114	332	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
15831	252	0	0	4	252	0	3	1	1	99	$null$	0		5	2	0	1	0	0	252	252	1666	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
61199	325	0	0	11	325	0	1	0	0	13	$null$	0	BQ	3	4	0	0	0	0	325	325	1010	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
42568	217	1	0	0	217	1	2	2	0	41	$null$	1		1	3	0	1	0	0	217	217	1364	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
29977	252	0	0	4	252	0	2	1	1	58	$null$	0		2	1	0	1	0	0	252	252	659	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
29844	338	0	0	4	338	0	3	1	1	55	$null$	0		3	1	0	1	0	0	338	338	372	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
51551	255	0	0	12	255	0	2	2	0	50	$null$	1		3	3	0	1	0	0	255	255	2214	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
59576	146	0	0	9	146	1	3	2	0	64	$null$	1		3	3	0	1	0	0	146	146	1438	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
41609	245	2	0	12	245	0	3	1	1	63	$null$	0		5	13	0	1	0	0	245	245	4712	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
8514	126	0	0	5	126	0	1	1	1	67	$null$	0		3	2	0	0	0	0	126	126	221	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
25180	122	0	0	12	122	1	1	0	0	58	$null$	0	BQ	4	1	0	0	0	0	122	122	781	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
15190	162	0	0	12	162	0	1	1	1	68	$null$	0		4	3	0	0	0	0	162	162	1444	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
21776	138	0	0	4	138	0	2	2	0	44	$null$	0		4	4	0	1	0	0	138	138	1030	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0
7175	351	0	0	6	351	0	3	0	0	12	$null$	1		1	2	0	1	0	0	351	351	356	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
37399	184	1	0	4	184	0	1	2	0	88	$null$	0		4	12	0	0	0	0	184	184	1131	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0
14358	347	0	0	8	347	0	1	0	0	20	$null$	0	BQ	4	1	0	0	0	0	347	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
61041	362	0	0	9	362	0	3	1	1	30	$null$	0		5	4	0	1	0	0	362	362	1435	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0
5577	166	1	0	12	166	0	1	3	0	45	$null$	1	AH	1	1	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
15403	340	0	0	1	340	0	1	2	0	25	22	0		1	1	0	0	0	1	340	340	315	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
52867	93	2	0	12	93	0	3	0	0	22	$null$	0		4	1	0	1	0	0	93	93	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2678	323	0	0	9	323	0	3	1	1	31	$null$	0		3	1	0	1	0	0	323	323	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14803	126	0	0	12	126	0	1	0	0	66	$null$	0		1	1	0	0	0	1	126	126	99	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
65974	278	0	0	9	278	1	3	1	1	18	$null$	0		2	2	0	1	0	0	278	278	507	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
42232	332	0	0	9	332	0	1	3	0	73	$null$	0		2	1	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
6442	123	2	0	12	123	0	1	3	0	44	$null$	0		2	1	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
47955	265	0	0	4	265	0	2	1	1	50	$null$	0		5	4	0	1	0	0	265	265	1943	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
42296	325	1	0	12	325	0	2	0	0	59	$null$	1		1	5	0	1	0	0	325	325	569	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0
51236	327	1	0	9	327	0	1	0	0	33	$null$	0		4	1	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
58307	262	0	0	9	262	0	1	0	0	39	$null$	0	BF	3	3	0	0	0	0	262	262	1643	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
43514	338	1	0	12	338	0	1	2	0	69	$null$	1	BD	3	3	0	0	0	0	338	338	926	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1
24395	117	0	0	2	117	0	1	0	0	94	$null$	0		4	2	0	0	0	0	117	117	564	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
14264	145	1	0	9	145	0	2	0	0	41	$null$	0		2	1	0	1	0	1	145	145	142	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
57535	102	1	0	4	102	0	1	0	0	91	$null$	1		1	1	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
46031	433	0	0	4	433	1	2	0	0	33	$null$	0		5	6	0	1	0	0	433	433	2445	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0
61170	180	1	0	7	180	0	1	0	0	24	$null$	0		4	1	0	0	0	0	180	180	304	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
11749	306	0	0	2	306	0	1	0	0	35	$null$	0	BQ	2	1	0	0	0	1	306	306	325	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
61125	314	0	0	12	314	0	1	2	0	12	$null$	0		3	1	0	0	0	0	314	314	578	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
27558	270	2	0	1	270	0	1	0	0	65	$null$	0	BD	3	1	0	0	0	0	270	270	476	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
49269	225	1	0	9	225	0	2	0	0	44	$null$	1		1	4	0	1	0	0	225	225	1262	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0
60926	322	2	0	4	322	0	1	0	0	15	$null$	0	BQ	1	1	0	0	0	0	322	322	185	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
26599	231	2	0	9	231	0	1	2	0	49	$null$	0		5	1	0	0	0	0	231	231	140	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1
9733	144	0	0	4	144	0	2	0	0	40	$null$	1		1	1	0	1	0	0	144	144	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
60817	96	1	0	9	96	0	1	3	0	40	$null$	0		3	3	0	0	0	1	96	96	1149	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
22740	122	0	0	9	122	0	3	0	0	65	$null$	1		3	2	0	1	0	0	122	122	758	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
25491	223	1	0	2	223	0	1	1	1	81	$null$	0		2	1	0	0	0	0	223	223	334	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7150	280	0	0	9	280	0	1	1	1	4	$null$	0	BQ	2	1	0	0	0	0	280	280	157	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
65352	263	1	0	2	263	0	1	0	0	67	$null$	1	AX	1	1	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
28973	159	0	0	9	159	0	1	0	0	47	$null$	0		4	5	0	0	0	0	159	159	1271	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
65999	351	0	0	9	351	1	1	0	0	13	$null$	0		2	1	0	0	0	1	351	351	456	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
42920	144	0	1	4	144	0	2	0	0	53	$null$	1		1	4	0	1	0	0	144	144	1204	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
57923	126	0	0	2	126	0	3	1	1	24	$null$	0	AQ	5	1	0	1	0	0	126	126	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
24445	368	0	0	12	368	0	1	3	0	28	$null$	0		2	1	0	0	0	1	368	368	112	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3085	348	0	0	12	348	0	2	1	1	52	$null$	0		3	2	0	1	0	0	348	348	229	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
42220	360	1	0	11	360	0	2	0	0	45	$null$	1		1	2	0	1	0	0	360	360	1258	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
30149	287	0	0	11	287	0	2	0	0	40	$null$	1		1	1	0	1	0	0	287	287	714	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
46386	214	0	0	4	214	1	2	2	0	52	$null$	1		1	1	0	1	0	0	214	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
59603	303	0	0	1	303	0	3	2	0	30	$null$	0		3	1	0	1	0	0	303	303	586	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
54525	297	1	0	4	297	0	1	3	0	63	$null$	0		5	1	0	0	0	1	297	297	530	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
52730	246	2	0	12	246	0	1	2	0	41	$null$	0		3	2	0	0	0	0	246	246	500	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
